year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
2002,1.3341,"$50,000,000 ","$66,705,000 ","$52,801,000 ","$70,441,814 ",Fox 2000 Pictures,USA,Adrian Lyne,Drama,,Unfaithful,R,2005/10/2,124,6.7,Richard Gere,67756,Claude Chabrol
2002,1.3341,"$20,000,000 ","$26,682,000 ","$56,398,162 ","$75,240,788 ",Fox 2000 Pictures,USA,Charles Stone III,Comedy,,Drumline,PG-13,12/13/02,118,5.7,Nick Cannon,29636,Shawn Schepps
2002,1.3341,"$80,000,000 ","$106,728,000 ","$56,684,819 ","$75,623,217 ",Warner Bros.,USA,Simon Wells,Action,,The Time Machine,PG-13,2003/8/2,96,5.9,Guy Pearce,108052,H.G. Wells
2002,1.3341,"$120,000,000 ","$160,092,000 ","$64,956,806 ","$86,658,875 ",Columbia Pictures Corporation,USA,Rob Minkoff,Animation,,Stuart Little 2,PG,7/19/02,77,5.4,Michael J. Fox,40457,E.B. White
2002,1.3341,"$30,000,000 ","$40,023,000 ","$65,016,287 ","$86,738,228 ",New Line Cinema,USA,Alexander Payne,Comedy,,About Schmidt,R,2001/3/3,125,7.2,Jack Nicholson,112029,Louis Begley
2002,1.3341,"$45,000,000 ","$60,034,500 ","$66,818,548 ","$89,142,625 ",Paramount Pictures,USA,Roger Michell,Drama,,Changing Lanes,R,2004/12/2,98,6.5,Ben Affleck,60451,Chap Taylor
2002,1.3341,"$46,000,000 ","$61,368,600 ","$67,355,513 ","$89,858,990 ",Alcon Entertainment,USA,Christopher Nolan,Drama,,Insomnia,R,5/24/02,118,7.2,Al Pacino,235773,Hillary Seitz
2002,1.3341,"$27,000,000 ","$36,020,700 ","$69,599,016 ","$92,852,047 ",All Girl Productions,USA,Callie Khouri,Drama,,Divine Secrets of the Ya-Ya Sisterhood,PG-13,2006/7/2,116,6,Sandra Bullock,16109,Rebecca Wells
2002,1.3341,"$36,000,000 ","$48,027,600 ","$71,756,802 ","$95,730,750 ",New Line Cinema,USA,Nick Cassavetes,Crime,,John Q,PG-13,2/15/02,116,7.1,Denzel Washington,106341,James Kearns
2002,1.3341,"$80,000,000 ","$106,728,000 ","$73,280,117 ","$97,763,004 ",DreamWorks Animation,USA,Kelly Asbury,Animation,,Spirit: Stallion of the Cimarron,G,5/24/02,83,7.1,Matt Damon,50166,John Fusco
2002,1.3341,"$20,000,000 ","$26,682,000 ","$75,600,072 ","$100,858,056 ",98 MPH Productions,USA,John Lee Hancock,Drama,,The Rookie,G,3/29/02,127,7,Dennis Quaid,28077,Mike Rich
2002,1.3341,"$12,000,000 ","$16,009,200 ","$75,782,105 ","$101,100,906 ",Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,,Barbershop,PG-13,9/13/02,102,6.3,Ice Cube,23871,Mark Brown
2002,1.3341,"$100,000,000 ","$133,410,000 ","$77,812,000 ","$103,808,989 ",Miramax,USA,Martin Scorsese,Crime,,Gangs of New York,R,12/20/02,167,7.5,Leonardo DiCaprio,340246,Jay Cocks
2002,1.3341,"$75,000,000 ","$100,057,500 ","$78,122,718 ","$104,223,518 ",Icon Entertainment International,USA,Randall Wallace,Action,,We Were Soldiers,R,2003/1/2,138,7.2,Mel Gibson,111599,Harold G. Moore
2002,1.3341,"$38,000,000 ","$50,695,800 ","$85,846,429 ","$114,527,721 ",Dimension Films,USA,Robert Rodriguez,Action,,Spy Kids 2: Island of Lost Dreams,PG,2008/7/2,100,5.1,Alexa PenaVega,49101,Robert Rodriguez
2002,1.3341,"$60,000,000 ","$80,046,000 ","$91,047,077 ","$121,465,905 ",Universal Pictures,USA,Chuck Russell,Action,,The Scorpion King,PG-13,4/19/02,92,5.5,Dwayne Johnson,110841,Stephen Sommers
2002,1.3341,"$60,000,000 ","$80,046,000 ","$93,354,851 ","$124,544,707 ",Castle Rock Entertainment,USA,Marc Lawrence,Comedy,,Two Weeks Notice,PG-13,12/20/02,101,6.1,Sandra Bullock,91854,Marc Lawrence
2002,1.3341,"$55,000,000 ","$73,375,500 ","$94,011,225 ","$125,420,375 ",Revolution Studios,USA,Wayne Wang,Comedy,,Maid in Manhattan,PG-13,12/13/02,105,5.1,Jennifer Lopez,72953,John Hughes
2002,1.3341,"$48,000,000 ","$64,036,800 ","$96,397,334 ","$128,603,683 ",Columbia Pictures Corporation,USA,David Fincher,Crime,,Panic Room,R,3/29/02,112,6.8,Jodie Foster,220623,David Koepp
2002,1.3341,"$80,000,000 ","$106,728,000 ","$104,454,762 ","$139,353,098 ",DreamWorks,USA,Sam Mendes,Crime,,Road to Perdition,R,2007/12/2,117,7.7,Tom Hanks,214021,Max Allan Collins
2002,1.3341,"$41,000,000 ","$54,698,100 ","$116,724,075 ","$155,721,588 ",Imagine Entertainment,USA,Curtis Hanson,Drama,,8 Mile,R,2011/8/2,110,7,Eminem,204990,Scott Silver
2002,1.3341,"$68,000,000 ","$90,718,800 ","$118,907,036 ","$158,633,877 ",Paramount Pictures,USA,Phil Alden Robinson,Action,,The Sum of All Fears,PG-13,5/31/02,124,6.4,Ben Affleck,91007,Tom Clancy
2002,1.3341,"$60,000,000 ","$80,046,000 ","$121,661,683 ","$162,308,851 ",Universal Pictures,USA,Doug Liman,Action,,The Bourne Identity,PG-13,6/14/02,119,7.9,Franka Potente,442597,Tony Gilroy
2002,1.3341,"$50,000,000 ","$66,705,000 ","$126,293,452 ","$168,488,094 ",Columbia Pictures Corporation,USA,Steven Brill,Comedy,,Mr. Deeds,PG-13,6/28/02,96,5.8,Adam Sandler,118036,Clarence Budington Kelland
2002,1.3341,"$38,000,000 ","$50,695,800 ","$127,223,418 ","$169,728,762 ",Touchstone Pictures,USA,Andy Tennant,Comedy,,Sweet Home Alabama,PG-13,9/27/02,108,6.2,Reese Witherspoon,89028,Douglas J. Eboch
2002,1.3341,"$48,000,000 ","$64,036,800 ","$129,128,133 ","$172,269,842 ",DreamWorks,USA,Gore Verbinski,Horror,,The Ring,PG-13,10/18/02,115,7.1,Naomi Watts,275425,Ehren Kruger
2002,1.3341,"$102,000,000 ","$136,078,200 ","$132,072,926 ","$176,198,491 ",Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,,Minority Report,PG-13,6/21/02,145,7.7,Tom Cruise,430579,Philip K. Dick
2002,1.3341,"$65,000,000 ","$86,716,500 ","$139,236,327 ","$185,755,184 ",Walt Disney Pictures,USA,Michael Lembeck,Comedy,,The Santa Clause 2,G,2011/1/2,104,5.6,Tim Allen,38234,Don Rhymer
2002,1.3341,"$70,000,000 ","$93,387,000 ","$142,109,382 ","$189,588,127 ",Revolution Studios,USA,Rob Cohen,Action,,xXx,PG-13,2008/9/2,124,5.8,Vin Diesel,156008,Rich Wilkes
2002,1.3341,"$80,000,000 ","$106,728,000 ","$145,794,338 ","$194,504,226 ",Walt Disney Pictures,USA,Dean DeBlois,Animation,,Lilo & Stitch,PG,6/21/02,85,7.2,Daveigh Chase,131270,Chris Sanders
2002,1.3341,"$84,000,000 ","$112,064,400 ","$153,288,182 ","$204,501,764 ",Warner Bros.,USA,Raja Gosnell,Animation,,Scooby-Doo,PG,6/14/02,100,5,Matthew Lillard,77811,James Gunn
2002,1.3341,"$52,000,000 ","$69,373,200 ","$164,615,351 ","$219,613,340 ",DreamWorks,USA,Steven Spielberg,Biography,,Catch Me If You Can,PG-13,12/25/02,141,8.1,Leonardo DiCaprio,611179,Jeff Nathanson
2002,1.3341,"$45,000,000 ","$60,034,500 ","$170,687,518 ","$227,714,218 ",Miramax,USA,Rob Marshall,Comedy,,Chicago,PG-13,1/24/03,113,7.2,Ren_ Zellweger,184943,Bill Condon
2002,1.3341,"$59,000,000 ","$78,711,900 ","$176,387,405 ","$235,318,437 ",Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,,Ice Age,PG,3/15/02,81,7.6,Denis Leary,357258,Michael J. Wilson
2002,1.3341,"$140,000,000 ","$186,774,000 ","$190,418,803 ","$254,037,725 ",Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,,Men in Black II,PG-13,2007/3/2,88,6.1,Tommy Lee Jones,284356,Lowell Cunningham
2002,1.3341,"$63,000,000 ","$84,048,300 ","$213,307,889 ","$284,574,055 ",New Line Cinema,USA,Jay Roach,Action,,Austin Powers in Goldmember,PG-13,7/26/02,94,6.2,Mike Myers,172153,Mike Myers
2002,1.3341,"$72,000,000 ","$96,055,200 ","$227,966,634 ","$304,130,286 ",Touchstone Pictures,USA,M. Night Shyamalan,Drama,,Signs,PG-13,2008/2/2,106,6.7,Mel Gibson,292420,M. Night Shyamalan
2002,1.3341,"$115,000,000 ","$153,421,500 ","$310,675,583 ","$414,472,295 ",Lucasfilm,USA,George Lucas,Action,,Star Wars: Episode II - Attack of the Clones,PG,5/16/02,142,6.6,Hayden Christensen,510731,George Lucas
2002,1.3341,"$94,000,000 ","$125,405,400 ","$342,551,365 ","$456,997,776 ",New Line Cinema,USA,Peter Jackson,Adventure,,The Lord of the Rings: The Two Towers,PG-13,12/18/02,179,8.7,Elijah Wood,1206786,J.R.R. Tolkien
2002,1.3341,"$139,000,000 ","$185,439,900 ","$403,706,375 ","$538,584,675 ",Columbia Pictures Corporation,USA,Sam Raimi,Action,,Spider-Man,PG-13,2005/3/2,121,7.3,Tobey Maguire,587005,Stan Lee
2001,1.3552,"$4,500,000 ","$6,098,400 ","$194,220 ","$263,207 ",Pandora Cinema,USA,Richard Kelly,Drama,,Donnie Darko,R,10/26/01,113,8.1,Jake Gyllenhaal,635416,Richard Kelly
2001,1.3552,"$5,000,000 ","$6,776,000 ","$292,102 ","$395,857 ",Eureka Pictures,USA,David Wain,Comedy,,Wet Hot American Summer,R,2004/11/2,97,6.7,Janeane Garofalo,45495,Michael Showalter
2001,1.3552,"$1,500,000 ","$2,032,800 ","$378,176 ","$512,504 ",USA Films,USA,Brad Anderson,Horror,,Session 9,R,9/14/01,100,6.5,David Caruso,46688,Brad Anderson
2001,1.3552,"$2,500,000 ","$3,388,000 ","$405,182 ","$549,103 ",Columbia TriStar Home Video,USA,Blair Treu,Comedy,,Little Secrets,PG,8/23/02,96,6.5,Evan Rachel Wood,2814,Jessica Barondes
2001,1.3552,"$1,500,000 ","$2,032,800 ","$406,035 ","$550,259 ",Fuller Films,USA,Henry Bean,Drama,,The Believer,R,8/23/01,98,7.2,Ryan Gosling,32324,Henry Bean
2001,1.3552,"$7,000,000 ","$9,486,400 ","$411,034 ","$557,033 ",United Artists,USA,Roman Coppola,Drama,,CQ,R,5/31/02,88,6.3,Jeremy Davies,4247,Roman Coppola
2001,1.3552,"$30,000,000 ","$40,656,000 ","$430,313 ","$583,160 ",Alcon Entertainment,USA,Charles Shyer,Drama,,The Affair of the Necklace,R,2012/7/1,100,6.1,Hilary Swank,4644,John Sweet
2001,1.3552,"$100,000 ","$135,520 ","$490,475 ","$664,692 ",Detour Filmproduction,USA,Richard Linklater,Drama,,Tape,R,2007/12/2,86,7.3,Ethan Hawke,16687,Stephen Belber
2001,1.3552,"$5,000,000 ","$6,776,000 ","$517,872 ","$701,820 ","Goatsingers, The",USA,Tim Blake Nelson,Drama,,The Grey Zone,R,11/30/01,108,7.1,David Arquette,9158,Miklos Nyiszli
2001,1.3552,"$38,000,000 ","$51,497,600 ","$623,374 ","$844,796 ",Greisman Productions,USA,Steve Miner,Action,,Texas Rangers,PG-13,11/30/01,90,5.2,James Van Der Beek,4922,George Durham
2001,1.3552,"$13,500,000 ","$18,295,200 ","$687,194 ","$931,285 ",Universal Pictures,USA,Kasi Lemmons,Crime,,The Caveman's Valentine,R,9/20/01,105,6,Samuel L. Jackson,5794,George Dawes Green
2001,1.3552,"$700,000 ","$948,640 ","$1,141,829 ","$1,547,407 ",Alter Ego Entertainment,USA,Michael Cuesta,Crime,,L.I.E.,R,11/14/03,97,7.2,Brian Cox,8842,Stephen M. Ryder
2001,1.3552,"$6,000,000 ","$8,131,200 ","$3,029,081 ","$4,105,011 ",Killer Films,USA,John Cameron Mitchell,Comedy,,Hedwig and the Angry Inch,R,8/31/01,95,7.8,John Cameron Mitchell,27739,John Cameron Mitchell
2001,1.3552,"$17,000,000 ","$23,038,400 ","$3,100,650 ","$4,202,001 ",Lost Soul Productions,USA,Stephen Carpenter,Drama,,Soul Survivors,PG-13,2009/7/1,84,3.9,Melissa Sagemiller,7504,Stephen Carpenter
2001,1.3552,"$4,500,000 ","$6,098,400 ","$3,288,164 ","$4,456,120 ",Stonelock Pictures,USA,Jill Sprecher,Drama,,Thirteen Conversations About One Thing,R,2007/5/2,104,7.1,Alan Arkin,8888,Karen Sprecher
2001,1.3552,"$7,000,000 ","$9,486,400 ","$3,293,258 ","$4,463,023 ",Paramount Pictures,USA,Louis C.K.,Comedy,,Pootie Tang,PG-13,6/29/01,81,5.2,Chris Rock,11971,Louis C.K.
2001,1.3552,"$250,000 ","$338,800 ","$4,186,931 ","$5,674,129 ",Blow Up Pictures,USA,Nicole Holofcener,Comedy,,Lovely & Amazing,R,2008/2/2,91,6.9,Catherine Keener,6267,Nicole Holofcener
2001,1.3552,"$22,000,000 ","$29,814,400 ","$4,273,372 ","$5,791,274 ",Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,,Glitter,PG-13,9/21/01,104,2.2,Mariah Carey,20019,Cheryl L. West
2001,1.3552,"$10,000,000 ","$13,552,000 ","$4,356,743 ","$5,904,258 ",A Happy Place,USA,Eric Bross,Comedy,,On the Line,PG,10/26/01,85,4.1,Lance Bass,3767,Eric Aronson
2001,1.3552,"$7,000,000 ","$9,486,400 ","$4,720,371 ","$6,397,047 ",3Mark Entertainment,USA,Mitch Davis,Adventure,,The Other Side of Heaven,PG,2004/12/2,113,6.5,Christopher Gorham,3408,Mitch Davis
2001,1.3552,"$13,000,000 ","$17,617,600 ","$5,002,310 ","$6,779,131 ",Bandeira Entertainment,USA,Blair Hayes,Adventure,,Bubble Boy,PG-13,8/24/01,84,5.6,Jake Gyllenhaal,27008,Cinco Paul
2001,1.3552,"$5,000,000 ","$6,776,000 ","$5,308,707 ","$7,194,360 ",Artisan Entertainment,USA,Jon Favreau,Comedy,,Made,R,8/31/01,95,6.4,Vince Vaughn,15620,Jon Favreau
2001,1.3552,"$75,000,000 ","$101,640,000 ","$5,411,999 ","$7,334,341 ",Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,,Monkeybone,PG-13,2/23/01,93,4.7,Brendan Fraser,15048,Kaja Blackley
2001,1.3552,"$25,000,000 ","$33,880,000 ","$5,516,708 ","$7,476,243 ",Twentieth Century Fox Film Corporation,USA,J.B. Rogers,Comedy,,Say It Isn't So,R,3/23/01,95,4.9,Chris Klein,11736,Peter Gaulke
2001,1.3552,"$40,000,000 ","$54,208,000 ","$6,114,237 ","$8,286,014 ",Dimension Films,USA,Gary Fleder,Drama,,Impostor,R,2001/4/2,95,6.2,Shane Brolly,20767,Philip K. Dick
2001,1.3552,"$7,000,000 ","$9,486,400 ","$6,217,849 ","$8,426,429 ",United Artists,USA,Terry Zwigoff,Comedy,,Ghost World,R,9/21/01,111,7.4,Steve Buscemi,101596,Daniel Clowes
2001,1.3552,"$18,000,000 ","$24,393,600 ","$6,290,673 ","$8,525,120 ",October Films,USA,Harald Zwart,Comedy,,One Night at McCool's,R,4/27/01,93,6.1,Liv Tyler,26528,Stan Seidel
2001,1.3552,"$90,000,000 ","$121,968,000 ","$6,719,973 ","$9,106,907 ",New Line Cinema,USA,Peter Chelsom,Comedy,,Town & Country,R,4/27/01,104,4.4,Warren Beatty,4284,Michael Laughlin
2001,1.3552,"$1,000,000 ","$1,355,200 ","$7,022,940 ","$9,517,488 ",Fox Searchlight Pictures,USA,Charles Herman-Wurmfeld,Comedy,,Kissing Jessica Stein,R,2004/5/2,97,6.6,Jennifer Westfeldt,14583,Heather Juergensen
2001,1.3552,"$15,000,000 ","$20,328,000 ","$7,288,451 ","$9,877,309 ",Screen Gems,USA,J.S. Cardone,Horror,,The Forsaken,R,4/27/01,90,5.3,Kerr Smith,7560,J.S. Cardone
2001,1.3552,"$16,000,000 ","$21,683,200 ","$7,307,756 ","$9,903,471 ",New Line Cinema,USA,Ernest R. Dickerson,Crime,,Bones,R,10/24/01,96,4.1,Snoop Dogg,5852,Adam Simon
2001,1.3552,"$20,000,000 ","$27,104,000 ","$7,494,849 ","$10,157,019 ",Good Machine,USA,Joel Coen,Crime,,The Man Who Wasn't There,R,11/16/01,116,7.6,Billy Bob Thornton,90712,Joel Coen
2001,1.3552,"$33,000,000 ","$44,721,600 ","$7,496,522 ","$10,159,287 ",DreamWorks,USA,Woody Allen,Comedy,,The Curse of the Jade Scorpion,PG-13,8/24/01,103,6.8,Greg Stebner,33870,Woody Allen
2001,1.3552,"$28,000,000 ","$37,945,600 ","$8,434,601 ","$11,430,571 ",Screen Gems,USA,John Carpenter,Action,,Ghosts of Mars,R,8/24/01,98,4.9,Natasha Henstridge,45304,Larry Sulkis
2001,1.3552,"$3,000,000 ","$4,065,600 ","$8,821,782 ","$11,955,279 ",i5 Films,USA,Scott McGehee,Crime,,The Deep End,R,8/31/01,101,6.7,Tilda Swinton,10111,Elisabeth Sanxay Holding
2001,1.3552,"$7,000,000 ","$9,486,400 ","$10,097,096 ","$13,683,584 ",Lions Gate Films,USA,DJ Pooh,Comedy,,The Wash,R,11/14/01,100,4.7,Dr. Dre,5897,DJ Pooh
2001,1.3552,"$14,000,000 ","$18,972,800 ","$10,397,365 ","$14,090,509 ",Universal Pictures,USA,Mark Waters,Comedy,,Head Over Heels,PG-13,2002/2/1,86,5.4,Monica Potter,12325,John J. Strauss
2001,1.3552,"$30,000,000 ","$40,656,000 ","$10,965,209 ","$14,860,051 ",Metro-Goldwyn-Mayer (MGM),USA,Peter Howitt,Action,,Antitrust,PG-13,2001/12/1,105,6.1,Ryan Phillippe,26399,Howard Franklin
2001,1.3552,"$35,000,000 ","$47,432,000 ","$11,434,216 ","$15,495,650 ",Miramax,USA,Lasse Hallstr_,Drama,,The Shipping News,R,1/18/02,111,6.8,Kevin Spacey,29749,Annie Proulx
2001,1.3552,"$22,000,000 ","$29,814,400 ","$11,560,259 ","$15,666,463 ",Miramax,USA,Tommy O'Haver,Comedy,,Get Over It,PG-13,2003/9/1,87,5.8,Kirsten Dunst,16224,R. Lee Fleming Jr.
2001,1.3552,"$11,000,000 ","$14,907,200 ","$13,103,828 ","$17,758,308 ",David Kirschner Productions,USA,Bill Paxton,Crime,,Frailty,R,2004/12/2,100,7.3,Bill Paxton,65717,Brent Hanley
2001,1.3552,"$11,000,000 ","$14,907,200 ","$13,121,555 ","$17,782,331 ",New Line Cinema,USA,James Isaac,Action,,Jason X,R,4/26/02,91,4.4,Kane Hodder,41959,Victor Miller
2001,1.3552,"$35,000,000 ","$47,432,000 ","$13,264,986 ","$17,976,709 ",Morgan Creek Productions,USA,Les Mayfield,Action,,American Outlaws,PG-13,8/17/01,94,6,Colin Farrell,12534,Roderick Taylor
2001,1.3552,"$11,000,000 ","$14,907,200 ","$13,276,953 ","$17,992,927 ",New Line Cinema,USA,Francine McDougall,Comedy,,Sugar & Spice,PG-13,1/26/01,81,5.6,Marla Sokoloff,12035,Mandy Nelson
2001,1.3552,"$11,000,000 ","$14,907,200 ","$13,558,739 ","$18,374,803 ",Revolution Studios,USA,Gregory Poirier,Comedy,,Tomcats,R,3/30/01,95,5.3,Shannon Elizabeth,15912,Gregory Poirier
2001,1.3552,"$70,000,000 ","$94,864,000 ","$13,596,911 ","$18,426,534 ",Warner Bros.,USA,Bobby Farrelly,Animation,,Osmosis Jones,PG,2008/10/1,95,6.3,Laurence Fishburne,27295,Marc Hyman
2001,1.3552,"$18,000,000 ","$24,393,600 ","$13,729,742 ","$18,606,546 ",Columbia Pictures Corporation,USA,John Boorman,Comedy,,The Tailor of Panama,R,3/30/01,109,6.1,Pierce Brosnan,25012,John le Carr
2001,1.3552,"$24,000,000 ","$32,524,800 ","$13,903,262 ","$18,841,701 ",Touchstone Pictures,USA,Brendan Malloy,Comedy,,Out Cold,PG-13,11/21/01,89,6.3,Flex Alexander,15136,Jon Zack
2001,1.3552,"$14,000,000 ","$18,972,800 ","$14,249,005 ","$19,310,252 ",Regency Enterprises,USA,Tom Green,Comedy,,Freddy Got Fingered,R,4/20/01,87,4.5,Tom Green,41235,Tom Green
2001,1.3552,"$27,000,000 ","$36,590,400 ","$15,652,637 ","$21,212,454 ",Winkler Films,USA,Irwin Winkler,Drama,,Life as a House,R,2011/9/1,125,7.5,Hayden Christensen,40296,Mark Andrus
2001,1.3552,"$62,000,000 ","$84,022,400 ","$15,738,632 ","$21,328,994 ",Franchise Pictures,USA,Demian Lichtenstein,Action,,3000 Miles to Graceland,R,2/23/01,125,5.9,Kurt Russell,39439,Richard Recco
2001,1.3552,"$5,000,000 ","$6,776,000 ","$16,017,403 ","$21,706,785 ",Chickie the Cop,USA,Tim Blake Nelson,Drama,,O,R,8/31/01,95,6.2,Mekhi Phifer,17805,William Shakespeare
2001,1.3552,"$13,000,000 ","$17,617,600 ","$16,929,123 ","$22,942,347 ",Touchstone Pictures,USA,John Stockwell,Drama,,Crazy/Beautiful,PG-13,6/29/01,99,6.5,Kirsten Dunst,22201,Phil Hay
2001,1.3552,"$57,000,000 ","$77,246,400 ","$17,008,282 ","$23,049,624 ",Warner Bros.,USA,Stephen Herek,Drama,,Rock Star,R,2009/7/1,105,6.2,Mark Wahlberg,36324,John Stockwell
2001,1.3552,"$25,000,000 ","$33,880,000 ","$17,292,381 ","$23,434,635 ",Walt Disney Pictures,USA,Tim Hill,Comedy,,Max Keeble's Big Move,PG,2010/5/1,86,5.4,Alex D. Linz,6177,David L. Watts
2001,1.3552,"$30,000,000 ","$40,656,000 ","$18,001,232 ","$24,395,270 ",Columbia Pictures Corporation,USA,Daniel Sackheim,Crime,,The Glass House,PG-13,9/14/01,106,5.8,Diane Lane,27097,Wesley Strick
2001,1.3552,"$72,000,000 ","$97,574,400 ","$18,208,078 ","$24,675,587 ",DreamWorks,USA,Rod Lurie,Action,,The Last Castle,R,10/19/01,131,6.9,Robert Redford,60328,David Scarpa
2001,1.3552,"$1,200,000 ","$1,626,240 ","$18,488,314 ","$25,055,363 ",Fox Searchlight Pictures,USA,Jay Chandrasekhar,Comedy,,Super Troopers,R,2/15/02,100,7.1,Jay Chandrasekhar,80904,Jay Chandrasekhar
2001,1.3552,"$22,000,000 ","$29,814,400 ","$19,351,569 ","$26,225,246 ",Columbia Pictures Corporation,USA,Dennis Dugan,Action,,Saving Silverman,PG-13,2002/9/1,90,5.9,Jason Biggs,34712,Hank Nelken
2001,1.3552,"$34,000,000 ","$46,076,800 ","$19,693,891 ","$26,689,161 ",Warner Bros.,USA,Michael Tollin,Comedy,,Summer Catch,PG-13,8/24/01,108,5,Freddie Prinze Jr.,13643,Kevin Falls
2001,1.3552,"$35,000,000 ","$47,432,000 ","$19,719,930 ","$26,724,449 ",Morgan Creek Productions,USA,Sean Penn,Crime,,The Pledge,R,1/19/01,124,6.8,Jack Nicholson,45224,Friedrich D_renmatt
2001,1.3552,"$10,000,000 ","$13,552,000 ","$20,384,136 ","$27,624,581 ",Warner Bros.,USA,Jamie Blanks,Horror,,Valentine,R,2002/2/1,96,4.7,Denise Richards,21498,Tom Savage
2001,1.3552,"$23,000,000 ","$31,169,600 ","$21,973,182 ","$29,778,056 ",Regency Enterprises,USA,John Dahl,Mystery,,Joy Ride,R,2010/5/1,97,6.6,Steve Zahn,56355,Clay Tarver
2001,1.3552,"$13,000,000 ","$17,617,600 ","$22,235,901 ","$30,134,093 ",Screen Gems,USA,Mark Brown,Comedy,,Two Can Play That Game,R,2009/7/1,90,6.1,Vivica A. Fox,4642,Mark Brown
2001,1.3552,"$38,000,000 ","$51,497,600 ","$22,770,864 ","$30,859,075 ",Fox 2000 Pictures,USA,John Pasquin,Comedy,,Joe Somebody,PG,12/21/01,98,5.5,Tim Allen,8891,John Scott Shepherd
2001,1.3552,"$7,000,000 ","$9,486,400 ","$23,247,539 ","$31,505,065 ",Bates Entertainment,USA,Doug McHenry,Comedy,,Kingdom Come,PG,2004/11/1,94,5.7,LL Cool J,1846,David Dean Bottrell
2001,1.3552,"$11,000,000 ","$14,907,200 ","$23,978,402 ","$32,495,530 ",Touchstone Pictures,USA,Rob Pritts,Comedy,,Corky Romano,PG-13,2010/12/1,86,4.6,Chris Kattan,11303,David Garrett
2001,1.3552,"$53,000,000 ","$71,825,600 ","$24,044,532 ","$32,585,150 ",Franchise Pictures,USA,Luis Mandoki,Drama,,Angel Eyes,R,5/18/01,102,5.6,Jennifer Lopez,20298,Gerald Di Pego
2001,1.3552,"$31,000,000 ","$42,011,200 ","$24,185,781 ","$32,776,570 ",Castle Rock Entertainment,USA,Scott Hicks,Drama,,Hearts in Atlantis,PG-13,9/28/01,101,6.9,Anthony Hopkins,32102,Stephen King
2001,1.3552,"$60,000,000 ","$81,312,000 ","$24,403,552 ","$33,071,694 ",New Line Cinema,USA,John Herzfeld,Action,,15 Minutes,R,2003/9/1,120,6.1,Robert De Niro,44327,John Herzfeld
2001,1.3552,"$40,000,000 ","$54,208,000 ","$25,288,103 ","$34,270,437 ",Warner Bros.,USA,Pat O'Connor,Drama,,Sweet November,PG-13,2/16/01,119,6.7,Keanu Reeves,74702,Herman Raucher
2001,1.3552,"$17,700,000 ","$23,987,040 ","$27,087,695 ","$36,709,244 ",Columbia Pictures Corporation,USA,Dennie Gordon,Adventure,,Joe Dirt,PG-13,2004/11/1,91,5.9,David Spade,44133,David Spade
2001,1.3552,"$23,000,000 ","$31,169,600 ","$27,338,033 ","$37,048,502 ",Fox 2000 Pictures,USA,Tony Goldwyn,Comedy,,Someone Like You...,PG-13,3/30/01,97,6.1,Ashley Judd,21020,Laura Zigman
2001,1.3552,"$6,000,000 ","$8,131,200 ","$27,457,409 ","$37,210,281 ",Screen Gems,USA,Gary Hardwick,Comedy,,The Brothers,R,3/23/01,106,6.4,Morris Chestnut,3480,Gary Hardwick
2001,1.3552,"$72,000,000 ","$97,574,400 ","$27,807,266 ","$37,684,407 ",Castle Rock Entertainment,USA,Frank Darabont,Drama,,The Majestic,PG,12/21/01,152,6.9,Jim Carrey,47073,Michael Sloane
2001,1.3552,"$16,000,000 ","$21,683,200 ","$28,734,552 ","$38,941,065 ",Columbia Pictures,USA,John Singleton,Crime,,Baby Boy,R,6/27/01,130,6.4,AlexSandra Wright,10533,John Singleton
2001,1.3552,"$22,000,000 ","$29,814,400 ","$30,059,386 ","$40,736,480 ",Dimension Films,USA,Kevin Smith,Comedy,,Jay and Silent Bob Strike Back,R,8/24/01,104,6.9,Jason Mewes,134314,Kevin Smith
2001,1.3552,"$48,000,000 ","$65,049,600 ","$30,165,536 ","$40,880,334 ",Columbia Pictures,USA,Penny Marshall,Biography,,Riding in Cars with Boys,PG-13,10/19/01,132,6.5,Drew Barrymore,23914,Beverly D'Onofrio
2001,1.3552,"$20,000,000 ","$27,104,000 ","$31,155,435 ","$42,221,846 ",Jersey Films,USA,Jesse Dylan,Comedy,,How High,R,12/21/01,93,6.3,Method Man,45777,Dustin Lee Abraham
2001,1.3552,"$4,000,000 ","$5,420,800 ","$31,252,964 ","$42,354,017 ",Lee Daniels Entertainment,USA,Marc Forster,Drama,,Monster's Ball,R,2003/1/2,111,7.1,Billy Bob Thornton,74601,Milo Addica
2001,1.3552,"$35,000,000 ","$47,432,000 ","$31,602,566 ","$42,827,797 ",Twentieth Century Fox Film Corporation,USA,Albert Hughes,Horror,,From Hell,R,10/19/01,122,6.8,Johnny Depp,131821,Alan Moore
